Date,Product Name,Category,Units Sold,Price,Revenue,Discount,Units Returned,Location,Platform,protein,weight loss,carbs,diet,gym,ozempic
2024-03-25,Whey Protein,Protein,148,13.23,1958.04,0.12,1,UK,iHerb,,,,,,
2024-03-25,Collagen Peptides,Protein,153,49.39,7556.67,0.01,3,USA,iHerb,,,,,,
2024-04-01,Whey Protein,Protein,148,27.26,4034.48,0.09,3,USA,Amazon,45,22,13,37,32,16
2024-04-01,Collagen Peptides,Protein,162,52.23,8461.26,0.15,0,USA,Walmart,,,,,,
2024-04-08,Whey Protein,Protein,128,39.7,5081.6,0.07,2,Canada,iHerb,,,,,,
2024-04-08,Collagen Peptides,Protein,148,14.84,2196.32,0.19,0,Canada,iHerb,,,,,,
2024-04-15,Whey Protein,Protein,153,52.13,7975.89,0.15,1,Canada,Walmart,,,,,,
2024-04-15,Collagen Peptides,Protein,173,44.3,7663.9,0.15,2,USA,iHerb,,,,,,
2024-04-22,Whey Protein,Protein,162,36.63,5934.06,0.06,1,Canada,Walmart,,,,,,
2024-04-22,Collagen Peptides,Protein,167,51.64,8623.88,0.17,0,UK,iHerb,,,,,,
2024-04-29,Whey Protein,Protein,155,41.69,6461.95,0.18,0,USA,Walmart,,,,,,
2024-04-29,Collagen Peptides,Protein,141,24.7,3482.7,0.09,0,Canada,Amazon,,,,,,
2024-05-06,Whey Protein,Protein,163,19.82,3230.66,0.08,2,USA,Walmart,42,22,12,35,33,18
2024-05-06,Collagen Peptides,Protein,164,31.91,5233.24,0.12,1,USA,Amazon,,,,,,
2024-05-13,Whey Protein,Protein,149,44.34,6606.66,0.01,1,Canada,iHerb,,,,,,
2024-05-13,Collagen Peptides,Protein,136,49.16,6685.76,0.02,0,UK,Amazon,,,,,,
2024-05-20,Whey Protein,Protein,136,13.19,1793.84,0.07,1,UK,iHerb,,,,,,
2024-05-20,Collagen Peptides,Protein,141,32.54,4588.14,0.03,0,Canada,iHerb,,,,,,
2024-05-27,Whey Protein,Protein,130,58.64,7623.2,0.13,1,Canada,Amazon,,,,,,
2024-05-27,Collagen Peptides,Protein,133,57.39,7632.87,0.2,1,UK,iHerb,,,,,,
2024-06-03,Whey Protein,Protein,138,56.88,7849.44,0.05,1,Canada,Amazon,43,20,13,34,35,16
2024-06-03,Collagen Peptides,Protein,159,51.58,8201.22,0.21,3,USA,Walmart,,,,,,
2024-06-10,Whey Protein,Protein,143,33.77,4829.11,0.02,2,Canada,Amazon,,,,,,
2024-06-10,Collagen Peptides,Protein,148,14.37,2126.76,0.18,3,USA,iHerb,,,,,,
2024-06-17,Whey Protein,Protein,138,38.85,5361.3,0.02,2,Canada,Walmart,,,,,,
2024-06-17,Collagen Peptides,Protein,135,40.37,5449.95,0.05,1,USA,Walmart,,,,,,
2024-06-24,Whey Protein,Protein,130,49.65,6454.5,0.08,1,USA,Walmart,,,,,,
2024-06-24,Collagen Peptides,Protein,160,34.47,5515.2,0,4,UK,Walmart,,,,,,
2024-07-01,Whey Protein,Protein,144,12.69,1827.36,0.25,3,UK,iHerb,43,20,12,33,33,14
2024-07-01,Collagen Peptides,Protein,146,24.64,3597.44,0.25,1,UK,iHerb,,,,,,
2024-07-08,Whey Protein,Protein,158,39.53,6245.74,0.13,2,Canada,Walmart,,,,,,
2024-07-08,Collagen Peptides,Protein,142,36.16,5134.72,0.17,2,Canada,iHerb,,,,,,
2024-07-15,Whey Protein,Protein,149,39.86,5939.14,0.17,1,Canada,iHerb,,,,,,
2024-07-15,Collagen Peptides,Protein,144,39.31,5660.64,0.06,2,UK,iHerb,,,,,,
2024-07-22,Whey Protein,Protein,154,38.07,5862.78,0.21,2,USA,iHerb,,,,,,
2024-07-22,Collagen Peptides,Protein,140,44.32,6204.8,0.19,2,Canada,Amazon,,,,,,
2024-07-29,Whey Protein,Protein,151,29.21,4410.71,0.15,2,Canada,iHerb,,,,,,
2024-07-29,Collagen Peptides,Protein,147,52.41,7704.27,0.08,3,UK,iHerb,,,,,,
2024-08-05,Whey Protein,Protein,168,58.13,9765.84,0.2,3,UK,Walmart,44,17,11,32,34,13
2024-08-05,Collagen Peptides,Protein,146,34.44,5028.24,0.13,0,USA,iHerb,,,,,,
2024-08-12,Whey Protein,Protein,126,16.3,2053.8,0.21,2,UK,Walmart,,,,,,
2024-08-12,Collagen Peptides,Protein,163,56.12,9147.56,0.18,3,USA,Amazon,,,,,,
2024-08-19,Whey Protein,Protein,163,51.22,8348.86,0.18,3,UK,iHerb,,,,,,
2024-08-19,Collagen Peptides,Protein,163,30.66,4997.58,0.19,5,Canada,Amazon,,,,,,
2024-08-26,Whey Protein,Protein,165,13.07,2156.55,0.06,3,USA,Amazon,,,,,,
2024-08-26,Collagen Peptides,Protein,152,11.18,1699.36,0.23,2,UK,Amazon,,,,,,
2024-09-02,Whey Protein,Protein,153,50.66,7750.98,0.08,4,UK,Walmart,46,18,11,31,30,14
2024-09-02,Collagen Peptides,Protein,145,43.3,6278.5,0.2,0,USA,iHerb,,,,,,
2024-09-09,Whey Protein,Protein,175,42.82,7493.5,0.1,1,USA,Amazon,,,,,,
2024-09-09,Collagen Peptides,Protein,150,35.37,5305.5,0.01,3,UK,iHerb,,,,,,
2024-09-16,Whey Protein,Protein,143,32.74,4681.82,0.14,0,UK,iHerb,,,,,,
2024-09-16,Collagen Peptides,Protein,163,31.37,5113.31,0.23,1,UK,Amazon,,,,,,
2024-09-23,Whey Protein,Protein,158,27.31,4314.98,0.02,1,Canada,iHerb,,,,,,
2024-09-23,Collagen Peptides,Protein,150,48.05,7207.5,0.18,1,Canada,iHerb,,,,,,
2024-09-30,Whey Protein,Protein,153,17.53,2682.09,0.24,2,Canada,iHerb,,,,,,
2024-09-30,Collagen Peptides,Protein,144,15.41,2219.04,0.14,2,USA,iHerb,,,,,,
2024-10-07,Whey Protein,Protein,140,27.68,3875.2,0.23,2,Canada,Amazon,44,17,11,32,29,12
2024-10-07,Collagen Peptides,Protein,145,41.69,6045.05,0.05,1,UK,Walmart,,,,,,
2024-10-14,Whey Protein,Protein,146,16.33,2384.18,0.17,0,UK,iHerb,,,,,,
2024-10-14,Collagen Peptides,Protein,139,17.32,2407.48,0.1,0,Canada,Walmart,,,,,,
2024-10-21,Whey Protein,Protein,156,29.99,4678.44,0.19,1,USA,Walmart,,,,,,
2024-10-21,Collagen Peptides,Protein,178,36.84,6557.52,0.16,2,Canada,iHerb,,,,,,
2024-10-28,Whey Protein,Protein,150,27.01,4051.5,0.04,4,UK,Amazon,,,,,,
2024-10-28,Collagen Peptides,Protein,145,40.55,5879.75,0.02,2,USA,iHerb,,,,,,
2024-11-04,Whey Protein,Protein,156,35.2,5491.2,0.24,2,UK,Amazon,37,17,10,30,33,12
2024-11-04,Collagen Peptides,Protein,185,55.08,10189.8,0.15,0,Canada,Amazon,,,,,,
2024-11-11,Whey Protein,Protein,163,41.55,6772.65,0.1,1,USA,Amazon,,,,,,
2024-11-11,Collagen Peptides,Protein,137,17.75,2431.75,0.14,0,UK,Walmart,,,,,,
2024-11-18,Whey Protein,Protein,153,52.7,8063.1,0.24,1,USA,iHerb,,,,,,
2024-11-18,Collagen Peptides,Protein,162,12.1,1960.2,0.05,1,Canada,iHerb,,,,,,
2024-11-25,Whey Protein,Protein,159,13.36,2124.24,0.05,4,UK,Walmart,,,,,,
2024-11-25,Collagen Peptides,Protein,168,38.67,6496.56,0.24,5,USA,Walmart,,,,,,
2024-12-02,Whey Protein,Protein,168,36.57,6143.76,0.17,1,Canada,iHerb,36,17,9,30,36,12
2024-12-02,Collagen Peptides,Protein,148,36.96,5470.08,0.04,1,USA,Amazon,,,,,,
2024-12-09,Whey Protein,Protein,150,44.73,6709.5,0.25,1,UK,iHerb,,,,,,
2024-12-09,Collagen Peptides,Protein,143,42.22,6037.46,0.05,1,USA,Amazon,,,,,,
2024-12-16,Whey Protein,Protein,143,21.8,3117.4,0.07,5,USA,iHerb,,,,,,
2024-12-16,Collagen Peptides,Protein,160,25.4,4064,0.1,1,USA,iHerb,,,,,,
2024-12-23,Whey Protein,Protein,169,52.01,8789.69,0.21,1,USA,Amazon,,,,,,
2024-12-23,Collagen Peptides,Protein,136,27.11,3686.96,0.03,1,Canada,Walmart,,,,,,
2024-12-30,Whey Protein,Protein,131,14.33,1877.23,0.07,0,UK,Walmart,,,,,,
2024-12-30,Collagen Peptides,Protein,156,59.48,9278.88,0.13,1,UK,Walmart,,,,,,
2025-01-06,Whey Protein,Protein,148,10.85,1605.8,0.15,3,Canada,Amazon,57,21,13,38,42,12
2025-01-06,Collagen Peptides,Protein,136,35.43,4818.48,0.01,0,Canada,Amazon,,,,,,
2025-01-13,Whey Protein,Protein,138,23.26,3209.88,0.11,2,UK,iHerb,,,,,,
2025-01-13,Collagen Peptides,Protein,145,14.81,2147.45,0.18,0,Canada,Walmart,,,,,,
2025-01-20,Whey Protein,Protein,155,39.79,6167.45,0.21,3,UK,Amazon,,,,,,
2025-01-20,Collagen Peptides,Protein,143,34.44,4924.92,0.04,2,Canada,iHerb,,,,,,
2025-01-27,Whey Protein,Protein,170,59.39,10096.3,0.15,0,Canada,Amazon,,,,,,
2025-01-27,Collagen Peptides,Protein,131,47.34,6201.54,0.1,2,UK,iHerb,,,,,,
2025-02-03,Whey Protein,Protein,177,43.75,7743.75,0.14,1,UK,Walmart,56,21,13,36,39,12
2025-02-03,Collagen Peptides,Protein,155,59.11,9162.05,0.24,3,Canada,Amazon,,,,,,
2025-02-10,Whey Protein,Protein,158,40.75,6438.5,0.11,0,UK,iHerb,,,,,,
2025-02-10,Collagen Peptides,Protein,145,52.15,7561.75,0.04,3,Canada,iHerb,,,,,,
2025-02-17,Whey Protein,Protein,145,25.28,3665.6,0.06,1,USA,Walmart,,,,,,
2025-02-17,Collagen Peptides,Protein,155,34.72,5381.6,0.01,0,USA,Walmart,,,,,,
2025-02-24,Whey Protein,Protein,150,34.73,5209.5,0.03,2,USA,Walmart,,,,,,
2025-02-24,Collagen Peptides,Protein,137,51.82,7099.34,0.22,0,Canada,iHerb,,,,,,
2025-03-03,Whey Protein,Protein,160,27.08,4332.8,0.25,3,Canada,iHerb,54,20,13,36,39,12
2025-03-03,Collagen Peptides,Protein,151,33.49,5056.99,0.07,1,Canada,Walmart,,,,,,
2025-03-10,Whey Protein,Protein,140,24.03,3364.2,0.1,2,UK,Amazon,,,,,,
2025-03-10,Collagen Peptides,Protein,150,51.58,7737,0.25,2,USA,iHerb,,,,,,
2025-03-17,Whey Protein,Protein,166,10.07,1671.62,0.09,3,Canada,iHerb,,,,,,
2025-03-17,Collagen Peptides,Protein,158,17.22,2720.76,0.15,0,UK,Amazon,,,,,,
2025-03-24,Whey Protein,Protein,158,18.5,2923,0.02,0,UK,Amazon,,,,,,
2025-03-24,Collagen Peptides,Protein,144,46.39,6680.16,0.1,3,Canada,iHerb,,,,,,
2025-03-31,Whey Protein,Protein,148,15.17,2245.16,0.07,1,UK,Amazon,,,,,,
2025-03-31,Collagen Peptides,Protein,146,52.79,7707.34,0.13,1,USA,Amazon,,,,,,
2025-04-03,Whey Protein,Protein,180,58.59,7849.44,0.07,0,Canada,iHerb,55,21,13,36,35,11
2025-05-04,Whey Protein,Protein,170,38.98,1827.36,0.22,3,UK,Amazon,51,21,12,34,35,11
2025-06-05,Whey Protein,Protein,155,32.01,9765.84,0.06,1,USA,Walmart,52,21,12,34,37,11
2025-07-06,Whey Protein,Protein,148,27.26,7750.98,0.04,0,Canada,iHerb,56,23,12,36,40,11
2025-08-07,Whey Protein,Protein,143,19.82,3875.2,0.18,0,USA,Amazon,55,21,12,32,38,11
2025-09-08,Whey Protein,Protein,139,56.88,5491.2,0.2,3,USA,Walmart,53,20,11,32,34,9
2025-10-09,Whey Protein,Protein,125,12.69,6143.76,0.24,2,Canada,Amazon,51,17,11,31,32,10
2025-11-03,Whey Protein,Protein,120,58.13,1605.8,0.19,1,UK,iHerb,49,19,10,31,38,10
2025-12-04,Whey Protein,Protein,175,50.66,7743.75,0.08,3,UK,Walmart,45,19,9,32,42,10
2026-01-02,Whey Protein,Protein,160,27.68,4332.8,0.24,3,UK,Walmart,69,26,13,39,50,10
2026-02-03,Whey Protein,Protein,158,35.2,4189.65,0.01,0,Canada,Amazon,68,25,13,40,46,9
2026-03-04,Whey Protein,Protein,189,36.57,4739.2,0.04,3,Canada,iHerb,77,29,14,41,45,11
2026-05-05,Whey Protein,Protein,194,10.85,5487.67,0.18,1,UK,Amazon,100,28,13,42,48,10
2026-06-06,Whey Protein,Protein,151,43.75,3736.02,0.15,0,USA,Walmart,88,30,13,43,45,9
2026-07-05,Whey Protein,Protein,159,27.08,1936.29,0.07,0,Canada,iHerb,85,30,14,43,46,9
2026-08-03,Whey Protein,Protein,150,33.13,2779.84,0.22,3,USA,Amazon,65,24,12,37,42,8
2026-09-05,Whey Protein,Protein,144,36.69,3356.01,0.06,2,USA,Walmart,58,21,12,32,42,7
2026-10-04,Whey Protein,Protein,131,24.45,3356.01,0.04,1,Canada,Amazon,54,18,11,28,40,7
